Year,County,Violent_sum,Property_sum
2007,Orange County,266,3049
2007,Orange County,90,710
2007,Orange County,83,779
2007,Orange County,67,490
2007,Orange County,1947,7797
2007,Orange County,37,406
2007,Orange County,169,738
2007,Orange County,137,1575
2007,Orange County,4,115
2007,Orange County,355,2657
2007,Orange County,44,1031
2007,Orange County,143,3256
2007,Orange County,7,197
2007,Orange County,0,0
2007,Orange County,1,75
2007,Orange County,5,10
2007,Orange County,82,1313
2007,Orange County,47,552
2007,Orange County,47,665
2007,Orange County,55,643
2007,Orange County,93,1052
2007,Orange County,3,92
2007,Orange County,30,538
2007,Orange County,31,526
2007,Orange County,7,486
2007,Orange County,6,46
2007,Placer County,255,1997
2007,Placer County,49,373
2007,Placer County,54,456
2007,Placer County,101,1096
2007,Placer County,395,3960
2007,Placer County,0,9
2007,Placer County,4,14
2007,Placer County,1,274
2007,Plumas County,143,405
2007,Plumas County,0,1
2007,Plumas County,0,40
2007,Riverside County,2243,14935
2007,Riverside County,209,769
2007,Riverside County,46,660
2007,Riverside County,99,593
2007,Riverside County,302,1560
2007,Riverside County,276,1718
2007,Riverside County,479,3133
2007,Riverside County,350,2830
2007,Riverside County,95,942
2007,Riverside County,307,3519
2007,Riverside County,338,2270
2007,Riverside County,1893,11154
2007,Riverside County,158,1215
2007,Riverside County,340,4022
2007,Riverside County,3,272
2007,Riverside County,27,1067
2007,Riverside County,92,2914
2007,Riverside County,1,196
2007,Riverside County,1,7
2007,Riverside County,204,1787
2007,Riverside County,184,1657
2007,Riverside County,209,1620
2007,Riverside County,1024,6371
2007,Riverside County,207,2654
2007,Riverside County,8,204
2007,Riverside County,23,170
2007,Riverside County,118,1955
2007,Riverside County,3,133
2007,Riverside County,10,317
2007,Riverside County,11,102
2011,Sacramento County,3354,18563
2012,Sacramento County,3520,19967
2013,Sacramento County,3137,17980
2014,Sacramento County,2968,15078
2015,Sacramento County,3611,16501
1985,Sacramento County,2516,33559
1986,Sacramento County,3389,32343
1987,Sacramento County,3268,33046
1988,Sacramento County,3524,34070
1989,Sacramento County,3681,33388
1990,Sacramento County,4695,28677
1991,Sacramento County,4748,30646
1992,Sacramento County,4723,28824
1993,Sacramento County,4997,29343
1994,Sacramento County,5707,30872
1995,Sacramento County,5958,31119
2007,San Benito County,57,327
2007,San Benito County,194,883
2007,San Benito County,0,0
2007,San Benito County,0,2
2007,San Benito County,0,25
2007,San Bernardino County,1285,6569
2007,San Bernardino County,337,1209
2007,San Bernardino County,232,2500
2007,San Bernardino County,245,1929
2007,San Bernardino County,896,4152
2007,San Bernardino County,235,2346
2007,San Bernardino County,29,192
2007,San Bernardino County,854,5850
2007,San Bernardino County,303,2505
2007,San Bernardino County,747,2281
2007,San Bernardino County,2150,10090
2007,San Bernardino County,291,2731
2007,San Bernardino County,660,4039
2007,San Bernardino County,153,758
2007,San Bernardino County,7,133
2007,San Bernardino County,376,3930
2007,San Bernardino County,42,286
2007,San Bernardino County,22,242
2007,San Bernardino County,28,613
2007,San Bernardino County,94,310
2007,San Bernardino County,325,1336
2007,San Bernardino County,96,493
2007,San Bernardino County,322,2017
2007,San Bernardino County,269,1902
2007,San Bernardino County,52,914
2007,San Bernardino County,5,77
2007,San Bernardino County,74,1111
2007,San Bernardino County,74,563
2007,San Bernardino County,24,322
2007,San Bernardino County,2,88
2007,San Bernardino County,9,58
2007,San Diego County,1699,7564
2007,San Diego County,318,2448
2007,San Diego County,921,7279
2007,San Diego County,26,535
2007,San Diego County,18,217
2007,San Diego County,494,3952
2007,San Diego County,657,4329
2007,San Diego County,157,696
2007,San Diego County,238,2234
2007,San Diego County,424,2169
2007,San Diego County,910,4588
2007,San Diego County,6332,44167
2007,San Diego County,287,1669
2007,San Diego County,526,2149
2007,San Diego County,33,585
2007,San Diego County,21,581
2007,San Diego County,0,0
2007,San Diego County,2,4
2007,San Diego County,3,95
2007,San Diego County,0,66
2007,San Diego County,5,471
2007,San Diego County,8,125
2007,San Diego County,159,591
2007,San Diego County,147,1140
2007,San Diego County,102,751
2007,San Diego County,159,1144
2007,San Diego County,26,271
2007,San Francisco County,6414,34456
2007,San Francisco County,10,317
2007,San Francisco County,31,200
2007,San Francisco County,8,29
2007,San Francisco County,0,0
2007,San Francisco County,2,404
2007,San Francisco County,0,47
2007,San Joaquin County,1081,5269
2007,San Joaquin County,21,270
2007,San Joaquin County,230,2762
2007,San Joaquin County,242,2647
2007,San Joaquin County,36,383
2007,San Joaquin County,4216,18677
2007,San Joaquin County,136,2538
2007,San Joaquin County,76,577
2007,San Joaquin County,16,150
2007,San Joaquin County,0,1142
2007,San Luis Obispo County,239,1356
2007,San Luis Obispo County,26,366
2007,San Luis Obispo County,89,276
2007,San Luis Obispo County,21,153
2007,San Luis Obispo County,106,931
2007,San Luis Obispo County,22,355
2007,San Luis Obispo County,168,1846
2007,San Luis Obispo County,2,127
2007,San Luis Obispo County,96,529
2007,San Luis Obispo County,0,14
2007,San Luis Obispo County,15,119
1989,Napa County,25,19
2007,San Luis Obispo County,0,0
2007,San Luis Obispo County,0,16
2007,San Luis Obispo County,3,137
2007,San Mateo County,238,1598
2007,San Mateo County,12,205
2007,San Mateo County,24,357
2007,San Mateo County,10,129
2007,San Mateo County,57,848
2007,San Mateo County,14,373
2007,San Mateo County,293,2111
2007,San Mateo County,21,256
2007,San Mateo County,2,95
2007,San Mateo County,74,560
2007,San Mateo County,39,344
2007,San Mateo County,74,626
2007,San Mateo County,336,1689
2007,San Mateo County,108,822
2007,San Mateo County,35,451
2007,San Mateo County,306,2073
2007,San Mateo County,177,1567
2007,San Mateo County,16,77
2007,San Mateo County,22,481
2007,San Mateo County,9,164
2007,San Mateo County,0,0
2007,San Mateo County,0,1
2007,San Mateo County,261,688
2007,San Mateo County,1,25
2007,Santa Barbara County,193,1602
2007,Santa Barbara County,9,90
2007,Santa Barbara County,272,871
2007,Santa Barbara County,445,2277
2007,Santa Barbara County,604,2616
2007,Santa Barbara County,28,227
2007,Santa Barbara County,0,7
2007,Santa Barbara County,12,78
2007,Santa Barbara County,1,21
2007,Santa Barbara County,11,100
2007,Santa Barbara County,53,377
2007,Santa Barbara County,13,498
2007,Santa Barbara County,3,131
2007,Santa Clara County,321,1757
2007,Santa Clara County,101,1514
2007,Santa Clara County,53,837
2007,Santa Clara County,251,2016
2007,Santa Clara County,18,293
2007,Santa Clara County,2,69
2007,Santa Clara County,35,625
2007,Santa Clara County,179,2104
2007,Santa Clara County,2,48
2007,Santa Clara County,84,887
2007,Santa Clara County,238,1519
2007,Santa Clara County,65,1440
2007,Santa Clara County,3759,24062
2007,Santa Clara County,231,3430
2007,Santa Clara County,29,300
2007,Santa Clara County,154,2629
2007,Santa Clara County,12,384
2007,Santa Clara County,0,79
2007,Santa Clara County,0,66
1990,Napa County,22,16
2007,Santa Clara County,2,73
2007,Santa Clara County,0,2
2007,Santa Clara County,43,85
2007,Santa Clara County,1,85
2007,Santa Cruz County,256,2396
2007,Santa Cruz County,85,811
2007,Santa Cruz County,481,2432
2007,Santa Cruz County,397,2276
2007,Santa Cruz County,11,269
2007,Santa Cruz County,0,1
2007,Santa Cruz County,1,115
2007,Santa Cruz County,8,243
2007,Santa Cruz County,0,323
2007,Shasta County,357,983
2007,Shasta County,45,438
2007,Shasta County,455,2645
2007,Shasta County,0,6
2007,Shasta County,2,154
2007,Sierra County,15,69
2007,Sierra County,0,0
2007,Sierra County,0,4
2007,Siskiyou County,50,217
2007,Siskiyou County,5,11
2007,Siskiyou County,9,26
2007,Siskiyou County,0,7
2007,Siskiyou County,1,11
2007,Siskiyou County,3,25
2007,Siskiyou County,8,103
2007,Siskiyou County,1,10
2007,Siskiyou County,22,127
2007,Siskiyou County,54,297
2007,Siskiyou County,0,14
2007,Siskiyou County,1,1
2007,Siskiyou County,3,31
2007,Solano County,186,518
2007,Solano County,57,475
2007,Solano County,73,820
2007,Solano County,632,4352
2007,Solano County,34,118
2007,Solano County,144,733
2007,Solano County,263,2036
2007,Solano County,1089,6063
2007,Solano County,3,0
2007,Solano County,1,60
2007,Solano County,0,89
2007,Sonoma County,524,1726
2007,Sonoma County,28,179
2007,Sonoma County,34,154
2007,Sonoma County,19,279
2007,Sonoma County,238,953
2007,Sonoma County,771,3732
2007,Sonoma County,7,193
2007,Sonoma County,33,252
2007,Sonoma County,226,1034
2007,Sonoma County,4,122
2007,Sonoma County,0,0
2007,Sonoma County,0,9
2007,Sonoma County,1,21
2007,Sonoma County,0,0
2007,Sonoma County,0,86
2007,Sonoma County,87,329
2007,Sonoma County,2,325
2007,Stanislaus County,779,3826
2007,Stanislaus County,192,2055
2007,Stanislaus County,1490,12030
2007,Stanislaus County,36,330
2007,Stanislaus County,49,1041
2007,Stanislaus County,52,610
2007,Stanislaus County,64,837
2007,Stanislaus County,499,3583
2007,Stanislaus County,40,272
2007,Stanislaus County,1,172
2007,Stanislaus County,2,54
2007,Stanislaus County,2,18
2007,Stanislaus County,1,593
2007,Sutter County,124,938
2007,Sutter County,245,1909
2007,Sutter County,0,6
2007,Sutter County,0,47
2007,Tehama County,192,416
2007,Tehama County,45,265
2007,Tehama County,137,676
2007,Tehama County,1,0
2007,Tehama County,4,109
2007,Trinity County,20,114
2007,Trinity County,0,0
2007,Trinity County,0,25
2007,Tulare County,488,2821
2007,Tulare County,132,949
2007,Tulare County,21,319
2007,Tulare County,55,243
2007,Tulare County,75,406
2007,Tulare County,289,2349
2007,Tulare County,432,2242
2007,Tulare County,667,5204
2007,Tulare County,37,224
2007,Tulare County,0,1
2007,Tulare County,0,64
2007,Tulare County,0,1285
2007,Tuolumne County,108,875
2007,Tuolumne County,15,399
2007,Tuolumne County,0,155
2007,Ventura County,184,1303
2007,Ventura County,94,1062
2007,Ventura County,52,306
2007,Ventura County,10,253
2007,Ventura County,845,4275
2007,Ventura County,93,398
2007,Ventura County,99,717
2007,Ventura County,146,1942
2007,Ventura County,368,3827
2007,Ventura County,181,2383
2007,Ventura County,0,8
2007,Ventura County,41,579
2007,Ventura County,1,37
2007,Ventura County,0,1
2007,Ventura County,0,0
2007,Ventura County,1,38
2007,Ventura County,2,112
2007,Ventura County,3,50
2007,Yolo County,30,389
2007,Yolo County,169,2121
2007,Yolo County,13,227
2007,Yolo County,154,1807
2007,Yolo County,371,1386
2007,Yolo County,3,1
2007,Yolo County,10,716
2007,Yolo County,1,61
2007,Yuba County,222,1138
2007,Yuba County,167,579
2007,Yuba County,5,87
2007,Yuba County,2,2
2007,Yuba County,0,216
2008,Alameda County,728,2829
2008,Alameda County,210,1875
2008,Alameda County,50,650
2008,Alameda County,652,6837
2008,Alameda County,131,976
2008,Alameda County,575,4893
2008,Alameda County,868,4537
2008,Alameda County,180,1915
2008,Alameda County,174,1870
2008,Alameda County,7905,21488
2008,Alameda County,4,239
2008,Alameda County,75,1488
2008,Alameda County,513,3894
2008,Alameda County,422,2228
2008,Alameda County,5,114
2008,Alameda County,7,112
2008,Alameda County,4,219
2008,Alameda County,140,1329
2008,Alameda County,88,753
2008,Alameda County,0,26
2008,Alameda County,46,901
2008,Alameda County,1,262
2008,Alpine County,14,72
2008,Alpine County,0,1
2008,Amador County,62,609
2008,Amador County,15,97
2008,Amador County,34,201
2008,Amador County,16,109
2008,Amador County,0,0
2008,Amador County,0,43
2008,Butte County,145,1373
2008,Butte County,17,38
2008,Butte County,304,2700
2008,Butte County,109,208
2008,Butte County,187,963
2008,Butte County,63,729
2008,Butte County,3,6
2008,Butte County,1,11
2008,Butte County,5,313
2008,Butte County,2,322
2008,Calaveras County,83,650
2008,Calaveras County,8,80
2008,Calaveras County,0,0
2008,Calaveras County,2,0
2008,Calaveras County,0,99
2008,Colusa County,21,254
2008,Colusa County,10,135
2008,Colusa County,10,82
2008,Colusa County,0,0
2008,Colusa County,1,19
2008,Contra Costa County,548,3359
2008,Contra Costa County,875,2850
2008,Contra Costa County,128,1162
2008,Contra Costa County,8,235
2008,Contra Costa County,425,4448
2008,Contra Costa County,132,1076
2008,Contra Costa County,75,456
2008,Contra Costa County,152,816
2008,Contra Costa County,204,2354
2008,Contra Costa County,115,1650
2008,Contra Costa County,1093,4961
2008,Contra Costa County,323,1670
2008,Contra Costa County,144,2707
2008,Contra Costa County,6,126
2008,Contra Costa County,105,1331
2008,Contra Costa County,23,565
2008,Contra Costa County,6,204
2008,Contra Costa County,11,218
2008,Contra Costa County,44,956
2000,Los Angeles County,3,155
2008,Contra Costa County,26,562
2008,Contra Costa County,54,1000
2008,Contra Costa County,6,277
2008,Contra Costa County,2,5
2008,Contra Costa County,77,693
2008,Contra Costa County,0,898
2008,Del Norte County,79,293
2008,Del Norte County,34,241
2008,Del Norte County,1,46
2008,El Dorado County,235,2038
2008,El Dorado County,62,272
2008,El Dorado County,154,569
2008,El Dorado County,0,0
2008,El Dorado County,0,201
2015,Fresno County,174,482
1991,Fresno County,1,73
1992,Fresno County,0,60
1993,Fresno County,2,63
1994,Fresno County,0,58
1995,Fresno County,4,46
1996,Fresno County,0,56
1997,Fresno County,3,64
1998,Fresno County,0,90
1999,Fresno County,1,62
2000,Fresno County,0,57
2001,Fresno County,0,36
2002,Fresno County,1,35
2003,Fresno County,0,34
2004,Fresno County,1,40
2005,Fresno County,1,45
2006,Fresno County,0,47
2007,Fresno County,0,39
2008,Fresno County,0,39
2009,Fresno County,3,55
2008,Glenn County,9,141
2008,Glenn County,29,207
2008,Glenn County,25,227
2008,Glenn County,0,0
2008,Glenn County,0,28
2008,Humboldt County,137,954
2008,Humboldt County,43,565
2008,Humboldt County,1,22
2008,Humboldt County,230,1241
2008,Humboldt County,3,17
2008,Humboldt County,23,443
2008,Humboldt County,2,20
2008,Humboldt County,11,63
2008,Humboldt County,7,150
2008,Humboldt County,0,0
2008,Humboldt County,2,57
2008,Humboldt County,0,130
2008,Imperial County,121,976
2008,Imperial County,75,1063
2008,Imperial County,92,1408
2008,Imperial County,0,56
2008,Imperial County,169,2230
2008,Imperial County,3,108
2008,Imperial County,8,158
2008,Imperial County,6,26
2008,Imperial County,0,57
2008,Imperial County,0,146
2008,Inyo County,58,178
2008,Inyo County,27,174
2008,Inyo County,0,0
2008,Inyo County,0,25
2008,Kern County,1891,10541
2008,Kern County,124,757
2008,Kern County,2077,16160
2008,Kern County,247,1974
2008,Kern County,122,553
2008,Kern County,45,518
2008,Kern County,40,393
2008,Kern County,75,415
2008,Kern County,3,8
2008,Kern County,0,56
2008,Kern County,0,13
2008,Kern County,4,93
2008,Kern County,3,426
2008,Kings County,177,607
2008,Kings County,69,209
2008,Kings County,227,1899
2008,Kings County,63,651
2008,Kings County,0,0
2008,Kings County,0,0
2008,Kings County,77,168
2008,Kings County,1,102
2008,Lake County,198,859
2008,Lake County,19,254
2008,Lake County,81,532
2008,Lake County,0,126
2008,Lassen County,34,148
2008,Lassen County,87,289
2008,Lassen County,0,1
2008,Lassen County,0,11
2008,Los Angeles County,7362,19893
2008,Los Angeles County,276,2082
2008,Los Angeles County,128,1550
2008,Los Angeles County,69,327
2008,Los Angeles County,45,109
2008,Los Angeles County,208,1304
2008,Los Angeles County,267,1759
2008,Los Angeles County,185,648
2008,Los Angeles County,507,2182
2008,Los Angeles County,255,885
2008,Los Angeles County,8,157
2008,Los Angeles County,4,62
2008,Los Angeles County,6,128
2008,Los Angeles County,7,48
2001,Los Angeles County,1,232
2008,Los Angeles County,8,147
2008,Los Angeles County,126,1071
2008,Los Angeles County,0,6
2008,Los Angeles County,235,2941
2008,Los Angeles County,64,1075
2008,Los Angeles County,143,1041
2008,Los Angeles County,1738,3333
2008,Los Angeles County,148,1630
2008,Los Angeles County,164,432
2008,Los Angeles County,141,1378
2008,Los Angeles County,140,1893
2008,Los Angeles County,43,376
2008,Los Angeles County,327,1478
2008,Los Angeles County,417,3133
2008,Los Angeles County,84,1032
2008,Los Angeles County,451,3980
2008,Los Angeles County,68,497
2008,Los Angeles County,800,2666
2008,Los Angeles County,44,633
2008,Los Angeles County,369,1567
2008,Los Angeles County,351,4105
2008,Los Angeles County,68,1421
2008,Los Angeles County,127,384
2008,Los Angeles County,746,2166
2008,Los Angeles County,69,509
2008,Los Angeles County,19,370
2008,Los Angeles County,28,326
2008,Los Angeles County,445,803
2008,Los Angeles County,1,28
2008,Los Angeles County,554,2684
2008,Los Angeles County,113,1541
2008,Los Angeles County,986,3080
2008,Los Angeles County,28,237
2008,Los Angeles County,371,2076
2008,Los Angeles County,137,992
2008,Los Angeles County,274,642
2008,Los Angeles County,58,691
2008,Los Angeles County,221,522
2008,Los Angeles County,116,379
2008,Los Angeles County,3158,12991
2008,Los Angeles County,26553,100821
2008,Los Angeles County,660,1762
2008,Los Angeles County,52,930
2008,Los Angeles County,194,545
2008,Los Angeles County,97,1067
2008,Los Angeles County,213,1896
2008,Los Angeles County,114,1242
2008,Los Angeles County,520,2460
2008,Los Angeles County,876,3932
2008,Los Angeles County,2,146
2008,Los Angeles County,396,1956
2008,Los Angeles County,621,4182
2008,Los Angeles County,247,1567
2008,Los Angeles County,1158,4939
2008,Los Angeles County,186,1564
2008,Los Angeles County,0,18
2008,Los Angeles County,34,162
2008,Los Angeles County,198,1271
2008,Los Angeles County,80,775
2008,Los Angeles County,110,466
2008,Los Angeles County,152,754
2008,Los Angeles County,19,239
2008,Los Angeles County,123,1367
2008,Los Angeles County,536,2904
2008,Los Angeles County,13,133
2008,Los Angeles County,59,462
2008,Los Angeles County,124,536
2008,Los Angeles County,598,2774
2008,Los Angeles County,40,503
2008,Los Angeles County,66,484
2008,Los Angeles County,306,3071
2008,Los Angeles County,54,429
2008,Los Angeles County,51,456
2008,Los Angeles County,398,3765
2008,Los Angeles County,307,2188
2008,Los Angeles County,565,2528
2008,Los Angeles County,3,170
2008,Los Angeles County,40,479
2008,Los Angeles County,4,113
2008,Los Angeles County,0,206
2008,Los Angeles County,7,290
2008,Los Angeles County,14,320
2008,Los Angeles County,22,374
2008,Los Angeles County,1190,4532
2008,Los Angeles County,58,845
2008,Los Angeles County,20,455
2008,Madera County,252,1388
2008,Madera County,28,350
2008,Madera County,464,1199
2008,Madera County,0,0
2008,Madera County,0,320
2008,Marin County,148,961
2008,Marin County,0,21
2008,Marin County,8,108
2008,Marin County,26,520
2008,Marin County,10,203
2008,Marin County,119,946
2008,Marin County,0,32
2008,Marin County,12,281
2008,Marin County,202,1573
2008,Marin County,12,193
2008,Marin County,9,130
2008,Marin County,0,0
2008,Marin County,1,49
2008,Marin County,0,0
2008,Marin County,0,120
2008,Mariposa County,42,257
2008,Mariposa County,1,25
2008,Mendocino County,336,632
2008,Mendocino County,41,276
2008,Mendocino County,151,479
2008,Mendocino County,23,108
2008,Mendocino County,6,2
2008,Mendocino County,0,0
2008,Mendocino County,3,83
2008,Merced County,469,2392
2008,Merced County,156,1141
2008,Merced County,36,127
2008,Merced County,18,142
2008,Merced County,84,384
2008,Merced County,166,840
2008,Merced County,612,3453
2008,Merced County,0,16
2008,Merced County,0,9
2008,Merced County,0,36
2008,Merced County,0,483
2008,Modoc County,18,88
2008,Modoc County,25,71
2008,Modoc County,0,0
2008,Modoc County,0,6
2008,Mono County,15,97
2008,Mono County,34,301
2008,Mono County,0,1
2008,Monterey County,187,1569
2008,Monterey County,8,139
2008,Monterey County,6,47
2008,Monterey County,29,131
2008,Monterey County,90,465
2008,Monterey County,72,300
2008,Monterey County,165,1032
2008,Monterey County,18,357
2008,Monterey County,1050,5299
2008,Monterey County,4,123
2008,Monterey County,186,625
2008,Monterey County,86,312
2008,Monterey County,54,531
2008,Monterey County,0,12
2008,Monterey County,0,0
2008,Monterey County,0,50
2008,Monterey County,14,122
2008,Monterey County,4,377
2008,Napa County,60,507
2008,Napa County,12,120
2008,Napa County,249,1907
2008,Napa County,3,89
2008,Napa County,0,0
1991,Napa County,22,18
2008,Napa County,53,517
2008,Napa County,1,45
2008,Napa County,0,58
2008,Nevada County,164,538
2008,Nevada County,58,453
2008,Nevada County,23,88
2008,Nevada County,0,1
2008,Nevada County,21,241
2008,Nevada County,0,101
2008,Orange County,163,1425
2008,Orange County,1312,8331
2008,Orange County,83,1428
2008,Orange County,262,2139
2008,Orange County,350,3367
2008,Orange County,118,817
2008,Orange County,31,261
2008,Orange County,104,1376
2008,Orange County,410,4143
2008,Orange County,609,3848
2008,Orange County,388,4328
2008,Orange County,79,587
2008,Orange County,177,1310
2008,Orange County,24,290
2008,Orange County,151,2197
2008,Orange County,220,3022
2008,Orange County,108,839
2008,Orange County,74,796
2008,Orange County,62,508
2008,Orange County,1726,6980
2008,Orange County,58,472
2008,Orange County,167,743
2008,Orange County,109,1555
2008,Orange County,5,148
2008,Orange County,238,2634
2008,Orange County,46,972
2008,Orange County,129,3211
2008,Orange County,5,234
2008,Orange County,0,0
2008,Orange County,1,75
2008,Orange County,0,5
2008,Orange County,101,1206
2008,Orange County,48,581
2008,Orange County,52,621
2008,Orange County,41,580
2008,Orange County,108,921
2008,Orange County,6,121
2008,Orange County,26,532
2008,Orange County,36,505
2008,Orange County,7,551
2008,Orange County,3,46
2008,Placer County,296,1939
2008,Placer County,47,363
2008,Placer County,55,482
2008,Placer County,73,1207
2008,Placer County,325,4099
2008,Placer County,0,16
2008,Placer County,4,19
2008,Placer County,1,219
2008,Plumas County,138,290
2008,Plumas County,0,0
2008,Plumas County,0,40
2008,Riverside County,1515,13387
2008,Riverside County,166,742
2008,Riverside County,72,811
2008,Riverside County,62,587
2008,Riverside County,213,1651
2008,Riverside County,315,1570
2008,Riverside County,427,3356
2008,Riverside County,390,2827
2008,Riverside County,58,764
2008,Riverside County,364,2672
2008,Riverside County,257,1917
2008,Riverside County,1922,11059
2008,Riverside County,161,1509
2008,Riverside County,283,4093
2008,Riverside County,1,212
2008,Riverside County,14,898
2008,Riverside County,64,2622
2008,Riverside County,0,112
2008,Riverside County,0,5
2008,Riverside County,241,1633
2008,Riverside County,167,1719
2008,Riverside County,202,1563
2008,Riverside County,1082,6264
2008,Riverside County,151,2432
2008,Riverside County,14,191
2008,Riverside County,6,167
2008,Riverside County,89,1511
2008,Riverside County,5,149
2008,Riverside County,38,283
2008,Riverside County,19,264
2008,Riverside County,18,362
2008,Riverside County,8,96
1996,Sacramento County,5066,27873
1997,Sacramento County,5026,29578
1998,Sacramento County,4177,24464
1999,Sacramento County,3709,20107
2000,Sacramento County,3914,23010
2001,Sacramento County,3711,23032
2002,Sacramento County,4318,25210
2003,Sacramento County,4069,25379
2004,Sacramento County,4241,28237
2005,Sacramento County,4134,26191
2006,Sacramento County,4857,25051
2007,Sacramento County,3231,14912
2008,Sacramento County,3282,15525
2009,Sacramento County,3183,15610
2010,Sacramento County,2902,14506
2011,Sacramento County,2719,11797
2008,San Benito County,66,294
2008,San Benito County,176,898
2008,San Benito County,0,0
2008,San Benito County,1,3
2008,San Benito County,0,35
2008,San Bernardino County,1295,6866
2008,San Bernardino County,339,1333
2008,San Bernardino County,199,2317
2008,San Bernardino County,269,1825
2008,San Bernardino County,868,4471
2008,San Bernardino County,225,2234
2008,San Bernardino County,22,205
2008,San Bernardino County,882,5466
2008,San Bernardino County,253,2771
2008,San Bernardino County,558,2233
2008,San Bernardino County,2074,9438
2008,San Bernardino County,252,2654
2008,San Bernardino County,683,4188
2008,San Bernardino County,185,822
2008,San Bernardino County,5,110
2008,San Bernardino County,395,3806
2008,San Bernardino County,41,294
2008,San Bernardino County,28,264
2008,San Bernardino County,43,591
2008,San Bernardino County,131,396
2008,San Bernardino County,236,1319
2008,San Bernardino County,107,590
2008,San Bernardino County,283,2079
2008,San Bernardino County,338,1791
2008,San Bernardino County,83,938
2008,San Bernardino County,1,110
2008,San Bernardino County,67,1203
2008,San Bernardino County,70,651
2008,San Bernardino County,36,207
2008,San Bernardino County,0,46
1992,Napa County,16,18
2008,San Bernardino County,10,60
2008,San Diego County,1516,7454
2008,San Diego County,227,2358
2008,San Diego County,832,6514
2008,San Diego County,28,583
2008,San Diego County,14,173
2008,San Diego County,528,3355
2008,San Diego County,567,4182
2008,San Diego County,182,746
2008,San Diego County,239,2042
2008,San Diego County,486,2182
2008,San Diego County,808,4172
2008,San Diego County,6047,40365
2008,San Diego County,213,1609
2008,San Diego County,513,2528
2008,San Diego County,37,649
2008,San Diego County,22,527
2008,San Diego County,0,0
2008,San Diego County,0,2
2008,San Diego County,3,59
2008,San Diego County,4,61
2008,San Diego County,6,514
2008,San Diego County,18,168
2008,San Diego County,153,668
2008,San Diego County,159,1167
2008,San Diego County,95,876
2008,San Diego County,132,1033
2008,San Diego County,45,307
2008,San Francisco County,6744,36301
2008,San Francisco County,14,271
2008,San Francisco County,35,162
2008,San Francisco County,9,41
2008,San Francisco County,0,0
2008,San Francisco County,6,295
2008,San Francisco County,0,23
2008,San Joaquin County,1085,5388
2008,San Joaquin County,30,271
2008,San Joaquin County,257,2881
2008,San Joaquin County,212,2553
2008,San Joaquin County,21,405
2008,San Joaquin County,4322,17955
2008,San Joaquin County,132,2635
2008,San Joaquin County,87,529
2008,San Joaquin County,10,127
2008,San Joaquin County,0,823
2008,San Luis Obispo County,210,1340
2008,San Luis Obispo County,29,375
2008,San Luis Obispo County,90,316
2008,San Luis Obispo County,19,190
2008,San Luis Obispo County,121,835
2008,San Luis Obispo County,25,353
2008,San Luis Obispo County,136,1717
2008,San Luis Obispo County,0,213
2008,San Luis Obispo County,81,544
2008,San Luis Obispo County,0,14
2008,San Luis Obispo County,7,97
1993,Napa County,18,7
2008,San Luis Obispo County,0,8
2008,San Luis Obispo County,0,15
2008,San Luis Obispo County,2,136
2008,San Mateo County,221,1760
2008,San Mateo County,38,230
2008,San Mateo County,25,470
2008,San Mateo County,9,125
2008,San Mateo County,68,854
2008,San Mateo County,26,277
2008,San Mateo County,283,2045
2008,San Mateo County,19,271
2008,San Mateo County,3,74
2008,San Mateo County,57,721
2008,San Mateo County,35,412
2008,San Mateo County,66,742
2008,San Mateo County,250,2122
2008,San Mateo County,120,930
2008,San Mateo County,20,477
2008,San Mateo County,360,2288
2008,San Mateo County,152,1639
2008,San Mateo County,19,98
2008,San Mateo County,17,415
2008,San Mateo County,5,163
2008,San Mateo County,0,0
2008,San Mateo County,0,3
2008,San Mateo County,368,821
2008,San Mateo County,6,30
2008,Santa Barbara County,171,1884
2008,Santa Barbara County,16,66
2008,Santa Barbara County,277,807
2008,Santa Barbara County,492,2512
2008,Santa Barbara County,622,2591
2008,Santa Barbara County,24,286
2008,Santa Barbara County,0,5
2008,Santa Barbara County,11,109
2008,Santa Barbara County,0,35
2008,Santa Barbara County,5,86
2008,Santa Barbara County,24,386
2008,Santa Barbara County,8,518
2008,Santa Barbara County,3,123
2008,Santa Clara County,286,1817
2008,Santa Clara County,88,1377
2008,Santa Clara County,52,1065
2008,Santa Clara County,237,1561
2008,Santa Clara County,13,370
2008,Santa Clara County,1,54
2008,Santa Clara County,32,660
2008,Santa Clara County,149,2072
2008,Santa Clara County,0,40
2008,Santa Clara County,81,764
2008,Santa Clara County,289,1820
2008,Santa Clara County,83,1744
2008,Santa Clara County,3643,22298
2008,Santa Clara County,231,3024
2008,Santa Clara County,13,309
2008,Santa Clara County,184,2590
2008,Santa Clara County,31,401
2008,Santa Clara County,0,60
2008,Santa Clara County,2,125
1994,Napa County,20,24
2008,Santa Clara County,0,104
2008,Santa Clara County,0,2
2008,Santa Clara County,36,101
2008,Santa Clara County,1,71
2008,Santa Cruz County,332,2298
2008,Santa Cruz County,99,609
2008,Santa Cruz County,446,2091
2008,Santa Cruz County,353,1872
2008,Santa Cruz County,10,272
2008,Santa Cruz County,0,0
2008,Santa Cruz County,0,88
2008,Santa Cruz County,6,303
2008,Santa Cruz County,1,349
2008,Shasta County,447,1104
2008,Shasta County,90,563
2008,Shasta County,635,3168
2008,Shasta County,1,4
2008,Shasta County,1,174
