year,geo_name,geo,birthplace_name,birthplace,num_over5,num_over5_moe,num_over5_rca
2015,"California","04000US06","Liberia","429",2460.0,580.577,0.252968
2015,"California","04000US06","Libya","430",1722.0,411.538,1.27574
2015,"California","04000US06","Morocco","436",7300.0,960.537,0.802907
2015,"California","04000US06","Nigeria","440",23003.0,2208.27,0.707654
2015,"California","04000US06","Senegal","444",615.0,284.975,0.208896
2015,"California","04000US06","Sierra Leone","447",2398.0,680.216,0.514008
2015,"California","04000US06","Somalia","448",3584.0,934.722,0.348576
2015,"California","04000US06","South Africa","449",18627.0,1238.85,1.55427
2015,"California","04000US06","Sudan","451",2789.0,683.878,0.559854
2015,"California","04000US06","Tanzania","453",1887.0,388.416,0.696709
2015,"California","04000US06","Togo","454",40.0,40.5668,0.0209784
2015,"California","04000US06","Uganda","457",2974.0,683.16,1.06487
2015,"California","04000US06","Democratic Republic of Congo (Zaire)","459",1140.0,468.527,0.441924
2015,"California","04000US06","Zambia","460",1447.0,410.994,1.04969
2015,"California","04000US06","Zimbabwe","461",3019.0,692.269,1.21598
2015,"California","04000US06","Africa","462",8986.0,1279.83,0.648536
2015,"California","04000US06","Eastern Africa- Not Specified","463",3316.0,614.274,0.772506
2015,"California","04000US06","Northern Africa- Not Specified","464",1816.0,409.88,1.106
2015,"California","04000US06","Western Africa- Not Specified","467",1858.0,472.645,0.303501
2015,"California","04000US06","Other Africa- Not Specified","468",1932.0,531.207,0.522691
2015,"California","04000US06","Australia","501",21645.0,1560.59,1.86
2015,"California","04000US06","Fiji","508",32372.0,2355.41,6.26733
2015,"California","04000US06","Marshall Islands","511",1073.0,416.854,0.593178
2015,"California","04000US06","Micronesia","512",799.0,349.749,0.258015
2015,"California","04000US06","New Zealand","515",8235.0,814.511,1.97247
2015,"California","04000US06","Tonga","523",8835.0,1192.98,4.13617
2015,"California","04000US06","Samoa","527",4659.0,690.56,3.00781
2015,"California","04000US06","Other US Island Areas, Oceania, Not Specified or at Sea","554",3993.0,673.99,1.49303
2015,"California","04000US06","US Virgin Islands","78",3192.0,707.341,0.415295
2016,"California","04000US06","Albania","100",1024.0,340.789,0.0950041
2016,"California","04000US06","Austria","102",8811.0,791.156,1.35419
2016,"California","04000US06","Belgium","103",6633.0,771.993,1.23178
2016,"California","04000US06","Bulgaria","104",8922.0,1305.67,1.07468
2016,"California","04000US06","Czechoslovakia","105",2685.0,401.796,1.14957
2016,"California","04000US06","Denmark","106",7478.0,786.81,1.91249
2016,"California","04000US06","Finland","108",4420.0,751.391,1.77003
2016,"California","04000US06","France","109",42958.0,2324.47,1.60638
2016,"California","04000US06","Germany","110",122580.0,3161.27,0.863705
2016,"California","04000US06","Greece","116",13728.0,1379.5,0.749484
2016,"California","04000US06","Hungary","117",12225.0,1046.76,1.41222
2016,"California","04000US06","Iceland","118",1518.0,384.865,1.15873
2016,"California","04000US06","Ireland","119",20121.0,1751.18,1.2334
2016,"California","04000US06","Italy","120",37130.0,2088.8,0.729659
2016,"California","04000US06","Netherlands","126",19560.0,1132.13,1.65022
2016,"California","04000US06","Norway","127",5204.0,812.652,1.48681
2016,"California","04000US06","Poland","128",21766.0,1500.7,0.404091
2016,"California","04000US06","Portugal","129",20925.0,1370.92,1.06415
2016,"California","04000US06","Azores Islands","130",6568.0,943.67,2.0531
2016,"California","04000US06","Romania","132",25806.0,1474.65,1.30835
2016,"California","04000US06","Spain","134",17488.0,1390.96,1.07533
2016,"California","04000US06","Sweden","136",13090.0,1043.0,2.09888
2016,"California","04000US06","Switzerland","137",10354.0,1030.61,1.8107
2016,"California","04000US06","United Kingdom - Not Specified","138",63164.0,2222.85,1.49892
2016,"California","04000US06","England","139",74467.0,2489.49,1.40975
2016,"California","04000US06","Scotland","140",11647.0,1148.28,1.33851
2016,"California","04000US06","Yugoslavia","147",5293.0,850.75,0.93338
2016,"California","04000US06","Czech Republic","148",4903.0,666.712,1.3604
2016,"California","04000US06","Slovakia","149",1681.0,463.187,0.725727
2016,"California","04000US06","Bosnia and Herzegovina","150",5279.0,778.993,0.377893
2016,"California","04000US06","Croatia","151",5567.0,820.695,1.08338
2016,"California","04000US06","Macedonia","152",722.0,355.553,0.216139
2016,"California","04000US06","Serbia","154",4250.0,857.317,0.953902
2016,"California","04000US06","Latvia","156",3013.0,405.19,1.09598
2016,"California","04000US06","Lithuania","157",4060.0,805.921,0.919299
2016,"California","04000US06","Armenia","158",71086.0,3493.3,6.78052
2016,"California","04000US06","Azerbaijan","159",4787.0,944.52,2.01056
2016,"California","04000US06","Belarus","160",7537.0,972.326,1.12011
2016,"California","04000US06","Georgia","161",3403.0,766.566,1.41446
2016,"California","04000US06","Moldova","162",7895.0,1136.2,1.54949
2016,"California","04000US06","Russia","163",67326.0,3191.03,1.34134
2016,"California","04000US06","Ukraine","164",54275.0,2771.17,1.28114
2016,"California","04000US06","USSR","165",8509.0,1033.81,1.43971
2016,"California","04000US06","Montenegro","168",255.0,118.132,0.129745
2016,"California","04000US06","Other Europe - Not Specified","169",5375.0,775.341,0.980359
2016,"California","04000US06","Afghanistan","200",30053.0,2365.17,3.3091
2016,"California","04000US06","Bangladesh","202",15190.0,1923.98,0.581499
2016,"California","04000US06","Bhutan","203",239.0,162.882,0.0406809
2016,"California","04000US06","Myanmar","205",24387.0,1962.24,1.57323
2016,"California","04000US06","Cambodia","206",60112.0,2974.56,3.09785
2016,"California","04000US06","China","207",581960.0,8441.06,2.46414
2016,"California","04000US06","Cyprus","208",1359.0,424.583,1.10277
2016,"California","04000US06","Hong Kong","209",102781.0,3430.49,3.65049
2016,"California","04000US06","India","210",441376.0,9499.0,1.65914
2016,"California","04000US06","Indonesia","211",39860.0,2675.16,3.49875
2016,"California","04000US06","Iran","212",212902.0,6375.43,4.53111
2016,"California","04000US06","Iraq","213",44887.0,3411.26,1.82653
2016,"California","04000US06","Israel","214",35527.0,1999.19,1.88157
2016,"California","04000US06","Japan","215",136966.0,3881.19,2.16021
2016,"California","04000US06","Jordan","216",13543.0,1438.2,1.44837
2016,"California","04000US06","Korea","217",340231.0,7879.78,2.49499
2016,"California","04000US06","Kazakhstan","218",4414.0,698.377,1.25451
2016,"California","04000US06","Kuwait","222",5972.0,1083.25,1.57251
2016,"California","04000US06","Laos","223",54994.0,2776.97,2.36673
2016,"California","04000US06","Lebanon","224",34620.0,2263.61,2.1974
2016,"California","04000US06","Malaysia","226",16239.0,1292.34,1.9782
2016,"California","04000US06","Nepal","229",10216.0,1570.34,0.802899
2016,"California","04000US06","Pakistan","231",47587.0,3777.92,1.07584
2016,"California","04000US06","Philippines","233",868784.0,11578.4,3.52249
2016,"California","04000US06","Saudi Arabia","235",13918.0,2096.68,1.16907
2016,"California","04000US06","Singapore","236",10117.0,981.666,2.25877
2016,"California","04000US06","Sri Lanka","238",11685.0,1556.2,2.00335
2016,"California","04000US06","Syria","239",26152.0,2713.64,2.51814
2016,"California","04000US06","Taiwan","240",174561.0,4198.73,3.78581
2016,"California","04000US06","Thailand","242",71605.0,3021.51,2.31285
2016,"California","04000US06","Turkey","243",18778.0,1369.26,1.1949
2016,"California","04000US06","United Arab Emirates","245",3600.0,827.63,1.64162
2016,"California","04000US06","Uzbekistan","246",5825.0,1077.23,0.822897
2016,"California","04000US06","Vietnam","247",520149.0,7806.91,3.22433
2016,"California","04000US06","Yemen","248",9512.0,1673.22,1.42353
2016,"California","04000US06","Asia","249",11303.0,1173.36,1.75555
2016,"California","04000US06","South Central Asia - Not Specified","253",2440.0,682.74,1.13515
2016,"California","04000US06","Other Asia - Not Specified","254",5412.0,1083.66,1.58623
2016,"California","04000US06","Bermuda","300",1507.0,476.922,0.783119
